market,date,code,oi,nc_long,nc_short,nc_spread,c_long,c_short,nr_long,nr_short
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-10-21,096742,233484,75419,92194,2201,127352,111747,28512,27342
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-10-21,097741,307569,175724,105310,3673,92611,160505,35561,38081
USD INDEX - ICE FUTURES U.S.,2025-10-21,098662,35369,11137,26504,2575,18129,3592,3528,2698
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-10-21,099741,835887,244507,132755,19651,479961,636194,91768,47287
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-10-21,102741,100105,75904,20752,1644,18861,76659,3696,1050
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-10-21,112741,89666,25478,61753,712,59445,21500,4031,5701
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-10-21,122741,24507,15475,6500,585,6262,15398,2185,2024
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-10-21,232741,173878,51794,117558,1868,94799,36580,25417,17872
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-10-21,299741,38566,8280,5634,0,15674,29128,14612,3804
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-10-21,399741,19346,5742,3890,71,3775,10758,9758,4627
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-10-28,090741,278750,28366,178410,4002,225397,61986,20985,34352
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-10-28,092741,74922,9149,37007,105,51656,20193,14012,17617
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-10-28,095741,193166,116489,34985,421,69472,155234,6784,2526
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-10-28,096742,248118,82471,102733,1565,138267,111167,25815,32653
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-10-28,097741,321889,178745,110630,3331,100864,169477,38949,38451
USD INDEX - ICE FUTURES U.S.,2025-10-28,098662,34998,10607,26733,2622,18818,2879,2951,2764
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-10-28,099741,843717,250400,143067,18586,482554,634150,92177,47914
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-10-28,102741,130707,75220,21390,30345,20973,78111,4169,861
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-10-28,112741,88049,24330,59296,1225,59007,22011,3487,5517
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-10-28,122741,25149,15488,6839,585,7052,15793,2024,1932
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-10-28,232741,173436,41715,115649,2820,102393,35731,26508,19236
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-10-28,299741,39861,8513,6758,0,15911,29600,15437,3503
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-10-28,399741,19519,6365,3955,6,3683,10810,9465,4748
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-04,090741,292964,27186,186698,4823,238561,65168,22394,36275
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-11-04,092741,81378,8809,40696,178,59624,20373,12767,20131
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-11-04,095741,188337,113164,26988,836,68299,157553,6038,2960
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-11-04,096742,270917,63117,118136,3936,178498,111671,25366,37174
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-11-04,097741,314190,170180,118915,4366,100952,148803,38692,42106
USD INDEX - ICE FUTURES U.S.,2025-11-04,098662,43439,16645,32207,2961,20006,5302,3827,2969
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-11-04,099741,835176,252542,160747,18440,476902,603514,87292,52475
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-11-04,102741,91324,67193,15980,406,19616,74137,4109,801
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-04,112741,91568,25314,62726,2513,59715,20748,4026,5581
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-11-04,122741,22966,14314,5821,607,6104,14404,1941,2134
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-04,232741,180801,50360,121936,1784,100810,35707,27847,21374
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-04,299741,40963,10129,8464,0,15754,29240,15080,3259
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-04,399741,19093,5581,3955,6,3634,10770,9872,4362
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-10,090741,289605,23151,180786,4042,239920,66042,22492,38735
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-11-10,092741,82840,7403,43452,127,62493,19287,12817,19974
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-11-10,095741,197299,118511,33330,438,71228,161044,7122,2487
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-11-10,096742,272612,52423,133427,2704,192529,100126,24956,36355
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-11-10,097741,312845,172349,123873,3922,97752,145775,38822,39275
USD INDEX - ICE FUTURES U.S.,2025-11-10,098662,42792,16004,31631,2801,20683,5511,3304,2849
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-11-10,099741,831275,235920,162331,23125,482858,594231,89372,51588
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-11-10,102741,106911,74487,17082,387,27712,88545,4325,897
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-10,112741,102883,28677,72746,2533,67898,21813,3775,5791
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-11-10,122741,22366,13573,6053,586,6300,13620,1907,2107
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-10,232741,179467,43114,121741,3260,104992,34248,28101,20218
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-10,299741,41101,10126,8831,0,15500,29043,15475,3227
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-10,399741,19294,5736,3955,6,4100,10852,9452,4481
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-18,090741,278400,24252,173351,2353,228830,67160,22965,35536
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-11-18,092741,76329,8746,40931,449,52870,18001,14264,16948
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-11-18,095741,216607,132165,36337,1443,76119,175996,6880,2831
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-11-18,096742,279341,53189,132446,2986,200570,107474,22596,36435
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-11-18,097741,329456,169890,138733,4331,114082,144609,41153,41783
USD INDEX - ICE FUTURES U.S.,2025-11-18,098662,44403,16893,33001,2802,21042,5911,3666,2689
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-11-18,099741,827015,243961,144954,20292,473016,613166,89746,48603
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-11-18,102741,105331,74494,20675,1323,24973,82521,4541,812
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-18,112741,103502,24211,73468,2980,72569,21081,3742,5973
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-11-18,122741,24091,14185,6664,694,7217,14970,1995,1763
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-18,232741,179341,45721,121577,1567,103569,36764,28484,19433
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-18,299741,42027,10802,9583,0,15134,29389,16091,3055
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-18,399741,19536,6301,3962,6,4018,11295,9211,4273
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-25,090741,280112,21438,171852,3182,232517,69057,22975,36021
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-11-25,092741,77509,7571,42931,128,56181,17067,13629,17383
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-11-25,095741,207501,126551,31364,1612,73012,171820,6326,2705
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-11-25,096742,315550,45257,138478,10639,233392,131392,26262,35041
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-11-25,097741,344420,169218,142701,15303,117192,144676,42707,41740
USD INDEX - ICE FUTURES U.S.,2025-11-25,098662,47161,18448,34795,2666,22808,6925,3239,2775
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-11-25,099741,830589,244392,150321,21516,474204,611180,90477,47572
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-11-25,102741,130151,71274,14493,896,52726,113355,5255,1407
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-25,112741,107180,23477,75548,3273,76573,22468,3857,5891
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-11-25,122741,21997,12834,5395,693,6290,14620,2180,1289
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-11-25,232741,192678,43918,128094,5734,114486,38934,28540,19916
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-25,299741,42780,11198,10015,0,15234,29413,16348,3352
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-11-25,399741,18014,5872,4560,6,3541,8410,8595,5038
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-02,090741,274997,19047,169094,2710,228183,69033,25057,34160
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-12-02,092741,77275,6894,42679,739,55385,18537,14257,15320
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-12-02,095741,235435,149102,50162,1442,77940,181289,6951,2542
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-12-02,096742,299768,52252,132432,8850,212626,123411,26040,35075
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-12-02,097741,394859,184958,148540,33751,133444,171567,42706,41001
USD INDEX - ICE FUTURES U.S.,2025-12-02,098662,43781,14444,30662,2969,22924,7520,3444,2630
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-12-02,099741,851184,249672,141219,26841,482328,638080,92343,45044
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-12-02,102741,100529,74586,13740,695,21377,85394,3871,700
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-02,112741,104251,18394,71510,3125,79164,23237,3568,6379
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-12-02,122741,23864,12935,6198,2103,6650,14234,2176,1329
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-02,232741,202574,45868,129261,5144,120635,50354,30927,17815
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-02,299741,42314,10496,9732,160,15344,29382,16314,3040
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-02,399741,18192,5941,4588,6,3762,8841,8483,4757
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-09,090741,251868,15794,146394,5245,204735,66012,26094,34217
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-12-09,092741,92395,8456,47059,6479,62231,19682,15229,19175
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-12-09,095741,284060,153728,46752,8754,112875,223672,8703,4882
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-12-09,096742,332405,60319,135834,32645,213264,128982,26177,34944
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-12-09,097741,465416,184488,167040,32417,205773,223832,42738,42127
USD INDEX - ICE FUTURES U.S.,2025-12-09,098662,42972,14778,28652,3026,21923,8295,3245,2999
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-12-09,099741,942794,268118,129330,39355,536662,726259,98659,47850
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-12-09,102741,98454,74505,17071,1177,19191,79134,3581,1072
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-09,112741,114432,14333,71114,14445,82051,23540,3603,5333
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-12-09,122741,26518,12772,7034,2449,7331,14020,3966,3015
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-09,232741,296662,57569,120516,20156,184216,139130,34721,16860
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-09,299741,42163,9267,8470,344,15643,29367,16909,3982
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-09,399741,20378,5995,4833,6,4801,10567,9576,4972
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-16,090741,244427,25653,112293,6544,186766,94528,25464,31062
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-12-16,092741,103436,9448,48355,62,61402,21032,32524,33987
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-12-16,095741,365595,158447,71335,334,82573,174312,124241,119614
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-12-16,096742,282031,61968,110466,3367,106912,56503,109784,111695
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-12-16,097741,379679,146275,149217,2961,101002,105746,129441,121755
USD INDEX - ICE FUTURES U.S.,2025-12-16,098662,26994,15895,20490,1535,7427,2238,2137,2731
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-12-16,099741,986986,277002,132099,17480,451583,647640,240921,189767
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-12-16,102741,90529,66955,18949,982,18700,69540,3892,1058
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-16,112741,103974,8129,56172,3336,66845,17587,25664,26879
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-12-16,122741,26107,13163,10326,585,7447,11311,4912,3885
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-16,232741,293796,67640,89535,4871,103738,102167,117547,97223
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-16,299741,45803,10035,7972,0,15306,29661,20462,8170
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-16,399741,20048,6152,5087,202,4271,10456,9423,4303
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-23,090741,197138,41739,97532,807,127092,69902,27500,28897
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-12-23,092741,88305,8780,52769,122,63909,20553,15494,14861
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-12-23,095741,255477,164985,63809,356,82849,188902,7287,2410
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-12-23,096742,198132,63540,104739,2334,104258,60602,28000,30457
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-12-23,097741,285084,141133,139910,3338,99644,105548,40969,36288
USD INDEX - ICE FUTURES U.S.,2025-12-23,098662,28181,16688,20709,1797,7481,2704,2215,2971
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-12-23,099741,866951,293179,133288,18045,463484,672962,92243,42656
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-12-23,102741,113899,61596,13921,18942,29828,79561,3533,1475
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-23,112741,82159,9596,53630,3824,65300,20375,3439,4330
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-12-23,122741,25123,14908,10060,585,7355,13148,2275,1330
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-23,232741,217163,70657,92255,3370,106231,102459,36905,19079
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-23,299741,40488,9031,6724,0,15366,30348,16091,3416
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-23,399741,17767,4580,4492,0,3310,8951,9877,4324
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-30,090741,211171,52787,93298,1254,126948,90860,30182,25759
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2025-12-30,092741,89124,8910,53108,109,63329,20960,16776,14947
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2025-12-30,095741,249474,162240,55874,499,79281,191070,7454,2031
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-12-30,096742,196003,69492,102699,2321,97782,63299,26408,27684
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2025-12-30,097741,286132,144596,130528,4545,95645,114721,41346,36338
USD INDEX - ICE FUTURES U.S.,2025-12-30,098662,28984,16652,20612,1683,8371,3783,2278,2906
EURO FX - CHICAGO MERCANTILE EXCHANGE,2025-12-30,099741,869169,294738,137273,17460,464299,675925,92672,38511
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2025-12-30,102741,107900,60132,18023,12082,31634,76592,4052,1203
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-30,112741,79352,8706,51960,3392,63607,19808,3647,4192
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2025-12-30,122741,25932,15516,10395,585,7379,13553,2452,1399
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-12-30,232741,223804,77497,98713,2991,105384,106222,37932,15878
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-30,299741,39752,8928,6092,0,15359,30254,15465,3406
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2025-12-30,399741,17410,4258,4044,0,3310,8951,9842,4415
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-06,090741,218740,56931,97516,5237,125159,89097,31413,26890
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2026-01-06,092741,90378,11077,51343,98,63645,22248,15558,16689
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2026-01-06,095741,250364,161616,52315,996,80873,194427,6879,2626
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2026-01-06,096742,206314,76486,107024,3257,96932,67694,29639,28339
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2026-01-06,097741,287715,140441,131626,10400,94001,106169,42873,39520
USD INDEX - ICE FUTURES U.S.,2026-01-06,098662,30078,17671,21502,2055,8104,3706,2248,2815
EURO FX - CHICAGO MERCANTILE EXCHANGE,2026-01-06,099741,881815,298253,135441,19994,469661,685480,93907,40900
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2026-01-06,102741,73669,48051,30434,877,21077,41375,3664,983
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-06,112741,84556,12971,56334,2998,64978,20758,3609,4466
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2026-01-06,122741,27457,16197,10291,585,8189,15081,2486,1500
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-06,232741,230926,80491,99451,4780,106793,110036,38862,16659
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-06,299741,38628,8238,4889,0,15344,30247,15046,3492
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-06,399741,17876,4803,4445,0,3287,9049,9786,4382
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-13,090741,219263,62705,104955,6353,122096,76281,28109,31674
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2026-01-13,092741,96220,13395,56787,70,68778,21615,13977,17748
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2026-01-13,095741,241382,153670,50112,485,79940,188120,7287,2665
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2026-01-13,096742,207867,79003,104273,2789,97243,71739,28832,29066
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2026-01-13,097741,294242,111743,156907,23836,114303,68484,44360,45015
USD INDEX - ICE FUTURES U.S.,2026-01-13,098662,29868,17929,21659,1829,7158,3419,2952,2961
EURO FX - CHICAGO MERCANTILE EXCHANGE,2026-01-13,099741,883672,283592,150936,20905,487595,667362,91580,44469
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2026-01-13,102741,78988,52400,34526,818,21753,42756,4017,888
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-13,112741,85211,9613,58464,1934,69662,20300,4002,4513
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2026-01-13,122741,27591,16425,9315,585,8149,16274,2432,1417
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-13,232741,229456,83955,102801,2416,103295,106905,39790,17334
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-13,299741,37676,7165,3790,0,16285,29781,14226,4105
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-13,399741,17790,4529,4044,0,3419,9582,9842,4164
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-20,090741,213597,59456,101241,6255,120142,74152,27744,31949
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2026-01-20,092741,98085,12257,55464,95,71873,23901,13860,18625
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2026-01-20,095741,239959,153398,46245,1138,77773,189711,7650,2865
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2026-01-20,096742,207612,81332,103312,2014,91023,73941,33243,28345
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2026-01-20,097741,292607,107139,151968,26838,115583,74443,43047,39358
USD INDEX - ICE FUTURES U.S.,2026-01-20,098662,29579,16003,22421,1791,9023,2718,2762,2649
EURO FX - CHICAGO MERCANTILE EXCHANGE,2026-01-20,099741,880948,275235,163540,24606,488166,643762,92941,49040
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2026-01-20,102741,81451,53730,36089,1182,21911,43176,4628,1004
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-20,112741,92661,13670,63280,1630,73619,22808,3742,4943
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2026-01-20,122741,28050,16757,8301,585,8252,17753,2456,1411
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-20,232741,230657,85759,99770,1592,100608,112395,42698,16900
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-20,299741,37268,6629,3658,0,16096,29620,14543,3990
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-20,399741,18673,4597,4664,0,3814,9745,10262,4264
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-27,090741,227204,77169,93215,2945,118539,104805,28551,26239
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2026-01-27,092741,96111,9724,52617,72,67805,25399,18510,18023
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2026-01-27,095741,237744,149094,45980,1434,79827,187176,7389,3154
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2026-01-27,096742,224459,87786,103948,2837,97216,91752,36620,25922
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2026-01-27,097741,300726,104460,138393,28323,125157,98448,42786,35562
USD INDEX - ICE FUTURES U.S.,2026-01-27,098662,31746,17945,22350,1800,9163,4076,2838,3520
EURO FX - CHICAGO MERCANTILE EXCHANGE,2026-01-27,099741,919284,290336,158202,35100,499732,681336,94116,44646
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2026-01-27,102741,120493,56027,37182,9114,50435,73161,4917,1036
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-27,112741,85552,12074,59819,738,69085,20217,3655,4778
SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE,2026-01-27,122741,29051,17299,8217,586,8411,19225,2755,1023
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-01-27,232741,252055,109806,102660,1593,100026,128335,40630,19467
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-27,299741,37848,7239,4197,0,16225,29805,14384,3846
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,2026-01-27,399741,19083,6779,5085,96,3374,10329,8834,3573
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-02-03,090741,216252,77397,75267,3506,104119,112035,31230,25444
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2026-02-03,092741,93555,9687,50404,586,65424,26412,17858,16153
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2026-02-03,095741,225867,132392,41800,1591,84224,180027,7660,2449
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2026-02-03,096742,227888,94893,108804,2840,96004,88940,34151,27304
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2026-02-03,097741,303673,114428,133650,27440,122665,108248,39140,34335
USD INDEX - ICE FUTURES U.S.,2026-02-03,098662,28190,16610,17462,2153,7239,5710,2188,2865
EURO FX - CHICAGO MERCANTILE EXCHANGE,2026-02-03,099741,910464,302301,138940,31071,483911,702452,93181,38001
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2026-02-03,102741,87335,57232,26270,519,24421,59554,5163,992
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,2026-02-03,112741,71304,11883,46177,837,54596,20220,3988,4070
